concept_id,term,term_type,context
CF-320102,Cardiovascular medicine and haematology,broader,Immediate ANZSRC broader research group
CF-320103,Respiratory diseases,search_phrase,Canonical ANZSRC field phrase
CF-320103,Cardiovascular medicine and haematology,broader,Immediate ANZSRC broader research group
CF-320199,Cardiovascular medicine and haematology not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-320199,Cardiovascular medicine and haematology,broader,Immediate ANZSRC broader research group
CF-320201,Anaesthesiology,search_phrase,Canonical ANZSRC field phrase
CF-320201,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320202,Clinical chemistry (incl. diagnostics),search_phrase,Canonical ANZSRC field phrase
CF-320202,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320203,Clinical microbiology,search_phrase,Canonical ANZSRC field phrase
CF-320203,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320204,Clinimetrics,search_phrase,Canonical ANZSRC field phrase
CF-320204,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320205,Dermatology,search_phrase,Canonical ANZSRC field phrase
CF-320205,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320206,Diagnostic radiography,search_phrase,Canonical ANZSRC field phrase
CF-320206,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320207,Emergency medicine,search_phrase,Canonical ANZSRC field phrase
CF-320207,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320208,Endocrinology,search_phrase,Canonical ANZSRC field phrase
CF-320208,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320209,Gastroenterology and hepatology,search_phrase,Canonical ANZSRC field phrase
CF-320209,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320210,Geriatrics and gerontology,search_phrase,Canonical ANZSRC field phrase
CF-320210,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320211,Infectious diseases,search_phrase,Canonical ANZSRC field phrase
CF-320211,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320212,Intensive care,search_phrase,Canonical ANZSRC field phrase
CF-320212,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320213,Medical genetics (excl. cancer genetics),search_phrase,Canonical ANZSRC field phrase
CF-320213,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320214,Nephrology and urology,search_phrase,Canonical ANZSRC field phrase
CF-320214,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320215,Nuclear medicine,search_phrase,Canonical ANZSRC field phrase
CF-320215,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320216,Orthopaedics,search_phrase,Canonical ANZSRC field phrase
CF-320216,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320217,Otorhinolaryngology,search_phrase,Canonical ANZSRC field phrase
CF-320217,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320218,Pain,search_phrase,Canonical ANZSRC field phrase
CF-320218,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320219,Paramedicine,search_phrase,Canonical ANZSRC field phrase
CF-320219,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320220,Pathology (excl. oral pathology),search_phrase,Canonical ANZSRC field phrase
CF-320220,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320221,Psychiatry (incl. psychotherapy),search_phrase,Canonical ANZSRC field phrase
CF-320221,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320222,Radiology and organ imaging,search_phrase,Canonical ANZSRC field phrase
CF-320222,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320223,Rheumatology and arthritis,search_phrase,Canonical ANZSRC field phrase
CF-320223,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320224,Rural clinical health,search_phrase,Canonical ANZSRC field phrase
CF-320224,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320225,Sports medicine,search_phrase,Canonical ANZSRC field phrase
CF-320225,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320226,Surgery,search_phrase,Canonical ANZSRC field phrase
CF-320226,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320227,Venereology,search_phrase,Canonical ANZSRC field phrase
CF-320227,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320299,Clinical sciences not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-320299,Clinical sciences,broader,Immediate ANZSRC broader research group
CF-320301,Craniofacial biology,search_phrase,Canonical ANZSRC field phrase
CF-320301,Dentistry,broader,Immediate ANZSRC broader research group
CF-320302,Dental materials and equipment,search_phrase,Canonical ANZSRC field phrase
CF-320302,Dentistry,broader,Immediate ANZSRC broader research group
CF-320303,"Dental therapeutics, pharmacology and toxicology",search_phrase,Canonical ANZSRC field phrase
CF-320303,Dentistry,broader,Immediate ANZSRC broader research group
CF-320304,Endodontics,search_phrase,Canonical ANZSRC field phrase
CF-320304,Dentistry,broader,Immediate ANZSRC broader research group
CF-320305,Oral and maxillofacial surgery,search_phrase,Canonical ANZSRC field phrase
CF-320305,Dentistry,broader,Immediate ANZSRC broader research group
CF-320306,Oral implantology,search_phrase,Canonical ANZSRC field phrase
CF-320306,Dentistry,broader,Immediate ANZSRC broader research group
CF-320307,Oral medicine and pathology,search_phrase,Canonical ANZSRC field phrase
CF-320307,Dentistry,broader,Immediate ANZSRC broader research group
CF-320308,Orthodontics and dentofacial orthopaedics,search_phrase,Canonical ANZSRC field phrase
CF-320308,Dentistry,broader,Immediate ANZSRC broader research group
CF-320309,Paedodontics,search_phrase,Canonical ANZSRC field phrase
CF-320309,Dentistry,broader,Immediate ANZSRC broader research group
CF-320310,Periodontics,search_phrase,Canonical ANZSRC field phrase
CF-320310,Dentistry,broader,Immediate ANZSRC broader research group
CF-320311,Prosthodontics,search_phrase,Canonical ANZSRC field phrase
CF-320311,Dentistry,broader,Immediate ANZSRC broader research group
CF-320312,Special needs dentistry,search_phrase,Canonical ANZSRC field phrase
CF-320312,Dentistry,broader,Immediate ANZSRC broader research group
CF-320399,Dentistry not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-320399,Dentistry,broader,Immediate ANZSRC broader research group
CF-320401,Allergy,search_phrase,Canonical ANZSRC field phrase
CF-320401,Immunology,broader,Immediate ANZSRC broader research group
CF-320402,"Applied immunology (incl. antibody engineering, xenotransplantation and t-cell therapies)",search_phrase,Canonical ANZSRC field phrase
CF-320402,Immunology,broader,Immediate ANZSRC broader research group
CF-320403,Autoimmunity,search_phrase,Canonical ANZSRC field phrase
CF-320403,Immunology,broader,Immediate ANZSRC broader research group
CF-320404,Cellular immunology,search_phrase,Canonical ANZSRC field phrase
CF-320404,Immunology,broader,Immediate ANZSRC broader research group
CF-320405,Humoural immunology and immunochemistry,search_phrase,Canonical ANZSRC field phrase
CF-320405,Immunology,broader,Immediate ANZSRC broader research group
CF-320406,Immunogenetics (incl. genetic immunology),search_phrase,Canonical ANZSRC field phrase
CF-320406,Immunology,broader,Immediate ANZSRC broader research group
CF-320407,Innate immunity,search_phrase,Canonical ANZSRC field phrase
CF-320407,Immunology,broader,Immediate ANZSRC broader research group
CF-320408,Transplantation immunology,search_phrase,Canonical ANZSRC field phrase
CF-320408,Immunology,broader,Immediate ANZSRC broader research group
CF-320409,Tumour immunology,search_phrase,Canonical ANZSRC field phrase
CF-320409,Immunology,broader,Immediate ANZSRC broader research group
CF-320499,Immunology not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-320499,Immunology,broader,Immediate ANZSRC broader research group
CF-320501,Medical biochemistry - amino acids and metabolites,search_phrase,Canonical ANZSRC field phrase
CF-320501,Medical biochemistry and metabolomics,broader,Immediate ANZSRC broader research group
CF-320502,Medical biochemistry - carbohydrates,search_phrase,Canonical ANZSRC field phrase
CF-320502,Medical biochemistry and metabolomics,broader,Immediate ANZSRC broader research group
CF-320503,Medical biochemistry - inorganic elements and compounds,search_phrase,Canonical ANZSRC field phrase
CF-320503,Medical biochemistry and metabolomics,broader,Immediate ANZSRC broader research group
CF-320504,Medical biochemistry - lipids,search_phrase,Canonical ANZSRC field phrase
CF-320504,Medical biochemistry and metabolomics,broader,Immediate ANZSRC broader research group
CF-320505,Medical biochemistry - nucleic acids,search_phrase,Canonical ANZSRC field phrase
CF-320505,Medical biochemistry and metabolomics,broader,Immediate ANZSRC broader research group
CF-320506,Medical biochemistry - proteins and peptides (incl. medical proteomics),search_phrase,Canonical ANZSRC field phrase
CF-320506,Medical biochemistry and metabolomics,broader,Immediate ANZSRC broader research group
CF-320507,Metabolic medicine,search_phrase,Canonical ANZSRC field phrase
CF-320507,Medical biochemistry and metabolomics,broader,Immediate ANZSRC broader research group
CF-320599,Medical biochemistry and metabolomics not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-320599,Medical biochemistry and metabolomics,broader,Immediate ANZSRC broader research group
CF-320601,Gene and molecular therapy,search_phrase,Canonical ANZSRC field phrase
CF-320601,Medical biotechnology,broader,Immediate ANZSRC broader research group
CF-320602,Medical biotechnology diagnostics (incl. biosensors),search_phrase,Canonical ANZSRC field phrase
CF-320602,Medical biotechnology,broader,Immediate ANZSRC broader research group
CF-320603,Medical molecular engineering of nucleic acids and proteins,search_phrase,Canonical ANZSRC field phrase
CF-320603,Medical biotechnology,broader,Immediate ANZSRC broader research group
CF-320604,Nanomedicine,search_phrase,Canonical ANZSRC field phrase
CF-320604,Medical biotechnology,broader,Immediate ANZSRC broader research group
CF-320605,"Nanotoxicology, health and safety",search_phrase,Canonical ANZSRC field phrase
CF-320605,Medical biotechnology,broader,Immediate ANZSRC broader research group
CF-320606,Regenerative medicine (incl. stem cells),search_phrase,Canonical ANZSRC field phrase
CF-320606,Medical biotechnology,broader,Immediate ANZSRC broader research group
CF-320699,Medical biotechnology not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-320699,Medical biotechnology,broader,Immediate ANZSRC broader research group
CF-320701,Medical bacteriology,search_phrase,Canonical ANZSRC field phrase
CF-320701,Medical microbiology,broader,Immediate ANZSRC broader research group
CF-320702,Medical infection agents (incl. prions),search_phrase,Canonical ANZSRC field phrase
CF-320702,Medical microbiology,broader,Immediate ANZSRC broader research group
CF-320703,Medical mycology,search_phrase,Canonical ANZSRC field phrase
CF-320703,Medical microbiology,broader,Immediate ANZSRC broader research group
CF-320704,Medical parasitology,search_phrase,Canonical ANZSRC field phrase
CF-320704,Medical microbiology,broader,Immediate ANZSRC broader research group
CF-320705,Medical virology,search_phrase,Canonical ANZSRC field phrase
CF-320705,Medical microbiology,broader,Immediate ANZSRC broader research group
CF-320799,Medical microbiology not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-320799,Medical microbiology,broader,Immediate ANZSRC broader research group
CF-320801,Cell physiology,search_phrase,Canonical ANZSRC field phrase
CF-320801,Medical physiology,broader,Immediate ANZSRC broader research group
CF-320802,Human biophysics,search_phrase,Canonical ANZSRC field phrase
CF-320802,Medical physiology,broader,Immediate ANZSRC broader research group
CF-320803,Systems physiology,search_phrase,Canonical ANZSRC field phrase
CF-320803,Medical physiology,broader,Immediate ANZSRC broader research group
CF-320899,Medical physiology not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-320899,Medical physiology,broader,Immediate ANZSRC broader research group
